Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
182.32,2.568,3.3557,0.298,3.129,4.6717,66.801,18.481,27.142,1069.8,0.056021,6.3834,0.12621,supercritical
182.63,2.568,3.35,0.2985,3.1348,4.6801,66.846,18.492,27.151,1070.6,0.054256,6.3906,0.1264,supercritical
182.93,2.568,3.3444,0.29901,3.1405,4.6884,66.892,18.502,27.16,1071.4,0.052499,6.3979,0.12659,supercritical
183.24,2.568,3.3388,0.29951,3.1462,4.6967,66.937,18.512,27.169,1072.2,0.05075,6.4051,0.12677,supercritical
183.55,2.568,3.3332,0.30001,3.1519,4.705,66.983,18.523,27.178,1072.9,0.049008,6.4123,0.12696,supercritical
183.85,2.568,3.3277,0.30051,3.1576,4.7133,67.028,18.533,27.187,1073.7,0.047274,6.4195,0.12715,supercritical
184.16,2.568,3.3221,0.30101,3.1634,4.7216,67.073,18.543,27.196,1074.5,0.045547,6.4267,0.12734,supercritical
184.46,2.568,3.3166,0.30151,3.1691,4.73,67.118,18.554,27.205,1075.2,0.043827,6.434,0.12752,supercritical
184.77,2.568,3.3111,0.30201,3.1748,4.7383,67.164,18.564,27.213,1076,0.042115,6.4412,0.12771,supercritical
185.08,2.568,3.3056,0.30252,3.1806,4.7466,67.209,18.574,27.222,1076.8,0.04041,6.4484,0.1279,supercritical
185.38,2.568,3.3001,0.30302,3.1863,4.755,67.254,18.584,27.231,1077.6,0.038712,6.4556,0.12808,supercritical
185.69,2.568,3.2947,0.30352,3.1921,4.7633,67.299,18.594,27.24,1078.3,0.037021,6.4628,0.12827,supercritical
186,2.568,3.2893,0.30402,3.1978,4.7716,67.343,18.604,27.249,1079.1,0.035338,6.47,0.12846,supercritical
186.3,2.568,3.2839,0.30452,3.2035,4.78,67.388,18.614,27.257,1079.9,0.033661,6.4772,0.12864,supercritical
186.61,2.568,3.2785,0.30502,3.2093,4.7883,67.433,18.624,27.266,1080.6,0.031992,6.4843,0.12883,supercritical
186.91,2.568,3.2731,0.30552,3.2151,4.7967,67.478,18.634,27.275,1081.4,0.03033,6.4915,0.12901,supercritical
187.22,2.568,3.2677,0.30602,3.2208,4.805,67.522,18.644,27.283,1082.2,0.028674,6.4987,0.1292,supercritical
187.53,2.568,3.2624,0.30652,3.2266,4.8134,67.567,18.654,27.292,1082.9,0.027026,6.5059,0.12939,supercritical
187.83,2.568,3.2571,0.30703,3.2323,4.8217,67.611,18.664,27.3,1083.7,0.025384,6.5131,0.12957,supercritical
188.14,2.568,3.2518,0.30753,3.2381,4.8301,67.656,18.674,27.309,1084.5,0.023749,6.5202,0.12976,supercritical
188.44,2.568,3.2465,0.30803,3.2439,4.8385,67.7,18.684,27.318,1085.3,0.022121,6.5274,0.12994,supercritical
188.75,2.568,3.2412,0.30853,3.2496,4.8468,67.745,18.693,27.326,1086,0.0205,6.5346,0.13013,supercritical
189.06,2.568,3.2359,0.30903,3.2554,4.8552,67.789,18.703,27.334,1086.8,0.018885,6.5417,0.13031,supercritical
189.36,2.568,3.2307,0.30953,3.2612,4.8636,67.833,18.713,27.343,1087.5,0.017277,6.5489,0.1305,supercritical
189.67,2.568,3.2255,0.31003,3.267,4.8719,67.877,18.722,27.351,1088.3,0.015676,6.556,0.13068,supercritical
189.98,2.568,3.2203,0.31053,3.2727,4.8803,67.921,18.732,27.36,1089.1,0.014081,6.5632,0.13087,supercritical
190.28,2.568,3.2151,0.31103,3.2785,4.8887,67.966,18.742,27.368,1089.8,0.012493,6.5703,0.13105,supercritical
190.59,2.568,3.2099,0.31153,3.2843,4.8971,68.01,18.751,27.376,1090.6,0.010912,6.5775,0.13124,supercritical
190.89,2.568,3.2048,0.31203,3.2901,4.9054,68.053,18.761,27.385,1091.4,0.0093364,6.5846,0.13142,supercritical
191.2,2.568,3.1997,0.31253,3.2959,4.9138,68.097,18.77,27.393,1092.1,0.0077676,6.5918,0.13161,supercritical
191.51,2.568,3.1945,0.31303,3.3017,4.9222,68.141,18.78,27.401,1092.9,0.0062053,6.5989,0.13179,supercritical
191.81,2.568,3.1894,0.31353,3.3075,4.9306,68.185,18.789,27.409,1093.7,0.0046493,6.606,0.13198,supercritical
192.12,2.568,3.1844,0.31404,3.3133,4.939,68.229,18.798,27.418,1094.4,0.0030997,6.6131,0.13216,supercritical
192.42,2.568,3.1793,0.31454,3.3191,4.9474,68.272,18.808,27.426,1095.2,0.0015563,6.6203,0.13234,supercritical
192.73,2.568,3.1742,0.31504,3.3249,4.9558,68.316,18.817,27.434,1095.9,1.91E-05,6.6274,0.13253,supercritical
193.04,2.568,3.1692,0.31554,3.3307,4.9642,68.359,18.826,27.442,1096.7,-0.0015118,6.6345,0.13271,supercritical
193.34,2.568,3.1642,0.31604,3.3365,4.9726,68.403,18.836,27.45,1097.5,-0.0030366,6.6416,0.13289,supercritical
193.65,2.568,3.1592,0.31654,3.3423,4.981,68.446,18.845,27.458,1098.2,-0.0045552,6.6487,0.13308,supercritical
193.95,2.568,3.1542,0.31704,3.3482,4.9894,68.49,18.854,27.466,1099,-0.0060677,6.6558,0.13326,supercritical
194.26,2.568,3.1492,0.31754,3.354,4.9978,68.533,18.863,27.474,1099.7,-0.0075742,6.6629,0.13344,supercritical
194.57,2.568,3.1443,0.31804,3.3598,5.0062,68.576,18.872,27.482,1100.5,-0.0090747,6.67,0.13363,supercritical
194.87,2.568,3.1393,0.31854,3.3656,5.0146,68.62,18.881,27.49,1101.2,-0.010569,6.6771,0.13381,supercritical
195.18,2.568,3.1344,0.31904,3.3715,5.023,68.663,18.89,27.498,1102,-0.012058,6.6842,0.13399,supercritical
195.49,2.568,3.1295,0.31954,3.3773,5.0315,68.706,18.899,27.506,1102.8,-0.01354,6.6913,0.13418,supercritical
195.79,2.568,3.1246,0.32004,3.3831,5.0399,68.749,18.908,27.514,1103.5,-0.015017,6.6984,0.13436,supercritical
196.1,2.568,3.1198,0.32054,3.389,5.0483,68.792,18.917,27.522,1104.3,-0.016488,6.7055,0.13454,supercritical
196.4,2.568,3.1149,0.32104,3.3948,5.0567,68.835,18.926,27.529,1105,-0.017953,6.7126,0.13472,supercritical
196.71,2.568,3.1101,0.32154,3.4006,5.0652,68.878,18.935,27.537,1105.8,-0.019412,6.7197,0.13491,supercritical
197.02,2.568,3.1052,0.32204,3.4065,5.0736,68.92,18.944,27.545,1106.5,-0.020866,6.7267,0.13509,supercritical
197.32,2.568,3.1004,0.32254,3.4123,5.082,68.963,18.953,27.553,1107.3,-0.022313,6.7338,0.13527,supercritical
197.63,2.568,3.0956,0.32304,3.4182,5.0905,69.006,18.962,27.56,1108,-0.023755,6.7409,0.13545,supercritical
