Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
668.77	6.2500	35.353	0.028286	14.466	20.123	195.40	24.482	33.169	493.78	0.12042	38.245	0.053252	supercritical
670.23	6.2500	35.276	0.028348	14.502	20.171	195.48	24.494	33.180	494.28	0.11737	38.300	0.053341	supercritical
671.69	6.2500	35.199	0.028410	14.538	20.220	195.55	24.507	33.190	494.77	0.11433	38.355	0.053429	supercritical
673.15	6.2500	35.122	0.028472	14.574	20.268	195.62	24.519	33.200	495.27	0.11131	38.411	0.053518	supercritical
674.61	6.2500	35.046	0.028534	14.610	20.317	195.69	24.531	33.210	495.76	0.10831	38.466	0.053606	supercritical
676.06	6.2500	34.970	0.028596	14.646	20.365	195.76	24.543	33.221	496.25	0.10532	38.521	0.053694	supercritical
677.52	6.2500	34.894	0.028658	14.682	20.414	195.84	24.555	33.231	496.75	0.10236	38.575	0.053783	supercritical
678.98	6.2500	34.819	0.028720	14.718	20.462	195.91	24.568	33.241	497.24	0.099403	38.630	0.053871	supercritical
680.44	6.2500	34.744	0.028782	14.755	20.511	195.98	24.580	33.251	497.73	0.096468	38.685	0.053959	supercritical
681.90	6.2500	34.669	0.028844	14.791	20.559	196.05	24.592	33.262	498.22	0.093549	38.740	0.054047	supercritical
683.36	6.2500	34.595	0.028906	14.827	20.608	196.12	24.604	33.272	498.71	0.090646	38.795	0.054135	supercritical
684.82	6.2500	34.521	0.028968	14.863	20.656	196.19	24.616	33.282	499.20	0.087760	38.849	0.054223	supercritical
686.28	6.2500	34.448	0.029030	14.899	20.705	196.26	24.628	33.292	499.69	0.084890	38.904	0.054311	supercritical
687.74	6.2500	34.374	0.029092	14.935	20.754	196.33	24.640	33.302	500.18	0.082036	38.958	0.054399	supercritical
689.20	6.2500	34.301	0.029153	14.972	20.802	196.40	24.652	33.313	500.66	0.079197	39.013	0.054487	supercritical
690.66	6.2500	34.229	0.029215	15.008	20.851	196.48	24.663	33.323	501.15	0.076375	39.067	0.054575	supercritical
692.12	6.2500	34.156	0.029277	15.044	20.899	196.55	24.675	33.333	501.64	0.073568	39.122	0.054663	supercritical
693.58	6.2500	34.084	0.029339	15.080	20.948	196.62	24.687	33.343	502.12	0.070777	39.176	0.054751	supercritical
695.04	6.2500	34.012	0.029401	15.117	20.997	196.69	24.699	33.353	502.61	0.068001	39.231	0.054838	supercritical
696.50	6.2500	33.941	0.029463	15.153	21.045	196.76	24.711	33.363	503.09	0.065240	39.285	0.054926	supercritical
697.96	6.2500	33.870	0.029525	15.189	21.094	196.83	24.722	33.373	503.58	0.062495	39.339	0.055014	supercritical
699.42	6.2500	33.799	0.029587	15.226	21.143	196.90	24.734	33.383	504.06	0.059764	39.393	0.055101	supercritical
700.87	6.2500	33.728	0.029649	15.262	21.192	196.97	24.746	33.393	504.55	0.057049	39.447	0.055189	supercritical
702.33	6.2500	33.658	0.029710	15.298	21.240	197.03	24.757	33.403	505.03	0.054348	39.501	0.055276	supercritical
703.79	6.2500	33.588	0.029772	15.335	21.289	197.10	24.769	33.413	505.51	0.051662	39.555	0.055364	supercritical
705.25	6.2500	33.519	0.029834	15.371	21.338	197.17	24.781	33.423	505.99	0.048991	39.609	0.055451	supercritical
706.71	6.2500	33.449	0.029896	15.408	21.387	197.24	24.792	33.433	506.47	0.046334	39.663	0.055539	supercritical
708.17	6.2500	33.380	0.029958	15.444	21.435	197.31	24.804	33.443	506.96	0.043692	39.717	0.055626	supercritical
709.63	6.2500	33.312	0.030020	15.481	21.484	197.38	24.815	33.453	507.44	0.041064	39.771	0.055713	supercritical
711.09	6.2500	33.243	0.030081	15.517	21.533	197.45	24.827	33.463	507.92	0.038450	39.825	0.055801	supercritical
712.55	6.2500	33.175	0.030143	15.553	21.582	197.52	24.838	33.473	508.39	0.035850	39.879	0.055888	supercritical
714.01	6.2500	33.107	0.030205	15.590	21.631	197.59	24.850	33.483	508.87	0.033265	39.932	0.055975	supercritical
715.47	6.2500	33.039	0.030267	15.626	21.680	197.65	24.861	33.492	509.35	0.030693	39.986	0.056062	supercritical
716.93	6.2500	32.972	0.030329	15.663	21.729	197.72	24.873	33.502	509.83	0.028135	40.039	0.056149	supercritical
718.39	6.2500	32.905	0.030390	15.700	21.777	197.79	24.884	33.512	510.31	0.025590	40.093	0.056236	supercritical
719.85	6.2500	32.838	0.030452	15.736	21.826	197.86	24.895	33.522	510.78	0.023060	40.146	0.056323	supercritical
721.31	6.2500	32.772	0.030514	15.773	21.875	197.93	24.907	33.532	511.26	0.020542	40.200	0.056410	supercritical
722.77	6.2500	32.706	0.030576	15.809	21.924	197.99	24.918	33.541	511.73	0.018038	40.253	0.056497	supercritical
724.22	6.2500	32.640	0.030638	15.846	21.973	198.06	24.929	33.551	512.21	0.015548	40.307	0.056584	supercritical
725.68	6.2500	32.574	0.030699	15.882	22.022	198.13	24.940	33.561	512.68	0.013070	40.360	0.056671	supercritical
727.14	6.2500	32.509	0.030761	15.919	22.071	198.20	24.951	33.571	513.16	0.010606	40.413	0.056758	supercritical
728.60	6.2500	32.443	0.030823	15.956	22.120	198.26	24.963	33.580	513.63	0.0081549	40.466	0.056845	supercritical
730.06	6.2500	32.379	0.030885	15.992	22.169	198.33	24.974	33.590	514.11	0.0057165	40.520	0.056931	supercritical
731.52	6.2500	32.314	0.030946	16.029	22.218	198.40	24.985	33.600	514.58	0.0032910	40.573	0.057018	supercritical
732.98	6.2500	32.250	0.031008	16.066	22.267	198.47	24.996	33.609	515.05	0.00087819	40.626	0.057105	supercritical
734.44	6.2500	32.186	0.031070	16.103	22.316	198.53	25.007	33.619	515.52	-0.0015220	40.679	0.057191	supercritical
735.90	6.2500	32.122	0.031132	16.139	22.365	198.60	25.018	33.628	515.99	-0.0039096	40.732	0.057278	supercritical
737.36	6.2500	32.058	0.031193	16.176	22.414	198.67	25.029	33.638	516.46	-0.0062847	40.785	0.057364	supercritical
738.82	6.2500	31.995	0.031255	16.213	22.464	198.73	25.040	33.648	516.93	-0.0086475	40.838	0.057451	supercritical
740.28	6.2500	31.932	0.031317	16.250	22.513	198.80	25.051	33.657	517.40	-0.010998	40.891	0.057537	supercritical
741.74	6.2500	31.869	0.031378	16.286	22.562	198.87	25.062	33.667	517.87	-0.013336	40.943	0.057624	supercritical
743.20	6.2500	31.806	0.031440	16.323	22.611	198.93	25.073	33.676	518.34	-0.015662	40.996	0.057710	supercritical
744.66	6.2500	31.744	0.031502	16.360	22.660	199.00	25.083	33.686	518.81	-0.017976	41.049	0.057796	supercritical
746.12	6.2500	31.682	0.031564	16.397	22.709	199.06	25.094	33.695	519.28	-0.020279	41.102	0.057883	supercritical
747.58	6.2500	31.620	0.031625	16.434	22.758	199.13	25.105	33.705	519.75	-0.022569	41.154	0.057969	supercritical
749.03	6.2500	31.559	0.031687	16.470	22.808	199.20	25.116	33.714	520.21	-0.024848	41.207	0.058055	supercritical
750.49	6.2500	31.497	0.031749	16.507	22.857	199.26	25.126	33.723	520.68	-0.027114	41.259	0.058141	supercritical
751.95	6.2500	31.436	0.031810	16.544	22.906	199.33	25.137	33.733	521.14	-0.029370	41.312	0.058228	supercritical
753.41	6.2500	31.375	0.031872	16.581	22.955	199.39	25.148	33.742	521.61	-0.031613	41.364	0.058314	supercritical
754.87	6.2500	31.315	0.031934	16.618	23.005	199.46	25.158	33.751	522.08	-0.033846	41.417	0.058400	supercritical
756.33	6.2500	31.255	0.031995	16.655	23.054	199.52	25.169	33.761	522.54	-0.036067	41.469	0.058486	supercritical
757.79	6.2500	31.194	0.032057	16.692	23.103	199.59	25.180	33.770	523.00	-0.038276	41.521	0.058572	supercritical
759.25	6.2500	31.135	0.032119	16.729	23.152	199.65	25.190	33.779	523.47	-0.040475	41.574	0.058658	supercritical
760.71	6.2500	31.075	0.032180	16.766	23.202	199.72	25.201	33.789	523.93	-0.042662	41.626	0.058743	supercritical
762.17	6.2500	31.015	0.032242	16.803	23.251	199.78	25.211	33.798	524.39	-0.044838	41.678	0.058829	supercritical
763.63	6.2500	30.956	0.032304	16.840	23.300	199.85	25.222	33.807	524.86	-0.047003	41.730	0.058915	supercritical
765.09	6.2500	30.897	0.032365	16.877	23.350	199.91	25.232	33.816	525.32	-0.049158	41.782	0.059001	supercritical
766.55	6.2500	30.839	0.032427	16.914	23.399	199.98	25.243	33.826	525.78	-0.051301	41.835	0.059087	supercritical
768.01	6.2500	30.780	0.032489	16.951	23.448	200.04	25.253	33.835	526.24	-0.053434	41.887	0.059172	supercritical
769.47	6.2500	30.722	0.032550	16.988	23.498	200.10	25.263	33.844	526.70	-0.055556	41.939	0.059258	supercritical
770.93	6.2500	30.664	0.032612	17.025	23.547	200.17	25.274	33.853	527.16	-0.057667	41.990	0.059344	supercritical
772.38	6.2500	30.606	0.032673	17.062	23.597	200.23	25.284	33.862	527.62	-0.059768	42.042	0.059429	supercritical
773.84	6.2500	30.548	0.032735	17.099	23.646	200.30	25.294	33.871	528.08	-0.061859	42.094	0.059515	supercritical
775.30	6.2500	30.491	0.032797	17.136	23.695	200.36	25.305	33.880	528.54	-0.063939	42.146	0.059600	supercritical
776.76	6.2500	30.434	0.032858	17.173	23.745	200.42	25.315	33.889	529.00	-0.066008	42.198	0.059686	supercritical
778.22	6.2500	30.377	0.032920	17.211	23.794	200.49	25.325	33.898	529.45	-0.068068	42.250	0.059771	supercritical
779.68	6.2500	30.320	0.032981	17.248	23.844	200.55	25.335	33.907	529.91	-0.070117	42.301	0.059857	supercritical
781.14	6.2500	30.264	0.033043	17.285	23.893	200.61	25.345	33.916	530.37	-0.072156	42.353	0.059942	supercritical
782.60	6.2500	30.207	0.033105	17.322	23.943	200.68	25.355	33.925	530.83	-0.074185	42.404	0.060027	supercritical
784.06	6.2500	30.151	0.033166	17.359	23.992	200.74	25.366	33.934	531.28	-0.076205	42.456	0.060113	supercritical
785.52	6.2500	30.095	0.033228	17.397	24.042	200.80	25.376	33.943	531.74	-0.078214	42.508	0.060198	supercritical
786.98	6.2500	30.040	0.033289	17.434	24.091	200.87	25.386	33.952	532.19	-0.080213	42.559	0.060283	supercritical
788.44	6.2500	29.984	0.033351	17.471	24.141	200.93	25.396	33.961	532.65	-0.082203	42.611	0.060368	supercritical
789.90	6.2500	29.929	0.033412	17.508	24.191	200.99	25.406	33.970	533.10	-0.084183	42.662	0.060453	supercritical
791.36	6.2500	29.874	0.033474	17.546	24.240	201.06	25.416	33.979	533.56	-0.086153	42.713	0.060539	supercritical
792.82	6.2500	29.819	0.033536	17.583	24.290	201.12	25.426	33.988	534.01	-0.088114	42.765	0.060624	supercritical
794.28	6.2500	29.764	0.033597	17.620	24.339	201.18	25.435	33.996	534.46	-0.090065	42.816	0.060709	supercritical
795.74	6.2500	29.710	0.033659	17.657	24.389	201.24	25.445	34.005	534.92	-0.092007	42.867	0.060794	supercritical
797.19	6.2500	29.656	0.033720	17.695	24.439	201.31	25.455	34.014	535.37	-0.093939	42.918	0.060879	supercritical
798.65	6.2500	29.602	0.033782	17.732	24.488	201.37	25.465	34.023	535.82	-0.095862	42.970	0.060964	supercritical
800.11	6.2500	29.548	0.033843	17.769	24.538	201.43	25.475	34.031	536.27	-0.097776	43.021	0.061048	supercritical
801.57	6.2500	29.494	0.033905	17.807	24.588	201.49	25.485	34.040	536.72	-0.099680	43.072	0.061133	supercritical
803.03	6.2500	29.441	0.033966	17.844	24.637	201.55	25.494	34.049	537.17	-0.10158	43.123	0.061218	supercritical
804.49	6.2500	29.388	0.034028	17.882	24.687	201.62	25.504	34.058	537.62	-0.10346	43.174	0.061303	supercritical
805.95	6.2500	29.335	0.034089	17.919	24.737	201.68	25.514	34.066	538.07	-0.10534	43.225	0.061388	supercritical
807.41	6.2500	29.282	0.034151	17.956	24.786	201.74	25.523	34.075	538.52	-0.10721	43.276	0.061472	supercritical
808.87	6.2500	29.229	0.034213	17.994	24.836	201.80	25.533	34.083	538.97	-0.10907	43.327	0.061557	supercritical
810.33	6.2500	29.177	0.034274	18.031	24.886	201.86	25.543	34.092	539.42	-0.11092	43.377	0.061642	supercritical
811.79	6.2500	29.124	0.034336	18.069	24.936	201.92	25.552	34.101	539.87	-0.11276	43.428	0.061726	supercritical
813.25	6.2500	29.072	0.034397	18.106	24.985	201.98	25.562	34.109	540.32	-0.11459	43.479	0.061811	supercritical
814.71	6.2500	29.020	0.034459	18.144	25.035	202.05	25.571	34.118	540.76	-0.11642	43.530	0.061895	supercritical
816.17	6.2500	28.969	0.034520	18.181	25.085	202.11	25.581	34.126	541.21	-0.11823	43.580	0.061980	supercritical
817.63	6.2500	28.917	0.034582	18.219	25.135	202.17	25.590	34.135	541.66	-0.12004	43.631	0.062064	supercritical
819.09	6.2500	28.866	0.034643	18.256	25.185	202.23	25.600	34.143	542.10	-0.12184	43.682	0.062149	supercritical
820.55	6.2500	28.815	0.034705	18.294	25.234	202.29	25.609	34.152	542.55	-0.12363	43.732	0.062233	supercritical
822.00	6.2500	28.764	0.034766	18.331	25.284	202.35	25.619	34.160	543.00	-0.12541	43.783	0.062317	supercritical
823.46	6.2500	28.713	0.034828	18.369	25.334	202.41	25.628	34.169	543.44	-0.12718	43.833	0.062402	supercritical
824.92	6.2500	28.662	0.034889	18.406	25.384	202.47	25.637	34.177	543.89	-0.12895	43.884	0.062486	supercritical
826.38	6.2500	28.612	0.034950	18.444	25.434	202.53	25.647	34.185	544.33	-0.13071	43.934	0.062570	supercritical
827.84	6.2500	28.562	0.035012	18.482	25.484	202.59	25.656	34.194	544.77	-0.13245	43.985	0.062654	supercritical
829.30	6.2500	28.512	0.035073	18.519	25.534	202.65	25.665	34.202	545.22	-0.13420	44.035	0.062739	supercritical
830.76	6.2500	28.462	0.035135	18.557	25.584	202.71	25.674	34.210	545.66	-0.13593	44.085	0.062823	supercritical
832.22	6.2500	28.412	0.035196	18.595	25.634	202.77	25.684	34.219	546.10	-0.13765	44.135	0.062907	supercritical
833.68	6.2500	28.362	0.035258	18.632	25.683	202.83	25.693	34.227	546.55	-0.13937	44.186	0.062991	supercritical
835.14	6.2500	28.313	0.035319	18.670	25.733	202.89	25.702	34.235	546.99	-0.14108	44.236	0.063075	supercritical
836.60	6.2500	28.264	0.035381	18.708	25.783	202.95	25.711	34.243	547.43	-0.14278	44.286	0.063159	supercritical
838.06	6.2500	28.215	0.035442	18.745	25.833	203.01	25.720	34.252	547.87	-0.14447	44.336	0.063243	supercritical
839.52	6.2500	28.166	0.035504	18.783	25.883	203.07	25.729	34.260	548.31	-0.14616	44.386	0.063327	supercritical
840.98	6.2500	28.117	0.035565	18.821	25.933	203.13	25.738	34.268	548.75	-0.14783	44.436	0.063411	supercritical
842.44	6.2500	28.069	0.035627	18.858	25.983	203.19	25.748	34.276	549.19	-0.14950	44.486	0.063495	supercritical
843.90	6.2500	28.021	0.035688	18.896	26.033	203.25	25.757	34.284	549.63	-0.15117	44.536	0.063579	supercritical
845.35	6.2500	27.972	0.035749	18.934	26.083	203.31	25.766	34.292	550.07	-0.15282	44.586	0.063662	supercritical
846.81	6.2500	27.925	0.035811	18.972	26.134	203.37	25.775	34.300	550.51	-0.15447	44.636	0.063746	supercritical
848.27	6.2500	27.877	0.035872	19.009	26.184	203.43	25.783	34.309	550.95	-0.15611	44.686	0.063830	supercritical
849.73	6.2500	27.829	0.035934	19.047	26.234	203.49	25.792	34.317	551.39	-0.15774	44.736	0.063913	supercritical
851.19	6.2500	27.782	0.035995	19.085	26.284	203.54	25.801	34.325	551.82	-0.15936	44.786	0.063997	supercritical
852.65	6.2500	27.734	0.036057	19.123	26.334	203.60	25.810	34.333	552.26	-0.16098	44.835	0.064081	supercritical
854.11	6.2500	27.687	0.036118	19.161	26.384	203.66	25.819	34.341	552.70	-0.16259	44.885	0.064164	supercritical
855.57	6.2500	27.640	0.036179	19.198	26.434	203.72	25.828	34.349	553.14	-0.16419	44.935	0.064248	supercritical
857.03	6.2500	27.593	0.036241	19.236	26.484	203.78	25.837	34.357	553.57	-0.16579	44.984	0.064331	supercritical
858.49	6.2500	27.547	0.036302	19.274	26.534	203.84	25.845	34.365	554.01	-0.16738	45.034	0.064415	supercritical
859.95	6.2500	27.500	0.036364	19.312	26.585	203.90	25.854	34.372	554.44	-0.16896	45.084	0.064498	supercritical
861.41	6.2500	27.454	0.036425	19.350	26.635	203.95	25.863	34.380	554.88	-0.17053	45.133	0.064582	supercritical
862.87	6.2500	27.407	0.036486	19.388	26.685	204.01	25.872	34.388	555.31	-0.17210	45.183	0.064665	supercritical
864.33	6.2500	27.361	0.036548	19.426	26.735	204.07	25.880	34.396	555.75	-0.17366	45.232	0.064749	supercritical
865.79	6.2500	27.316	0.036609	19.464	26.785	204.13	25.889	34.404	556.18	-0.17521	45.282	0.064832	supercritical
867.25	6.2500	27.270	0.036671	19.502	26.835	204.19	25.898	34.412	556.62	-0.17676	45.331	0.064915	supercritical
868.71	6.2500	27.224	0.036732	19.540	26.886	204.24	25.906	34.420	557.05	-0.17830	45.380	0.064998	supercritical
870.16	6.2500	27.179	0.036793	19.578	26.936	204.30	25.915	34.427	557.48	-0.17983	45.430	0.065082	supercritical
871.62	6.2500	27.134	0.036855	19.616	26.986	204.36	25.923	34.435	557.92	-0.18136	45.479	0.065165	supercritical
873.08	6.2500	27.088	0.036916	19.654	27.036	204.42	25.932	34.443	558.35	-0.18288	45.528	0.065248	supercritical
874.54	6.2500	27.043	0.036977	19.692	27.087	204.48	25.940	34.451	558.78	-0.18439	45.577	0.065331	supercritical
876.00	6.2500	26.999	0.037039	19.730	27.137	204.53	25.949	34.458	559.21	-0.18590	45.627	0.065414	supercritical
877.46	6.2500	26.954	0.037100	19.768	27.187	204.59	25.957	34.466	559.64	-0.18740	45.676	0.065497	supercritical
878.92	6.2500	26.909	0.037162	19.806	27.238	204.65	25.966	34.474	560.07	-0.18889	45.725	0.065580	supercritical
880.38	6.2500	26.865	0.037223	19.844	27.288	204.70	25.974	34.481	560.50	-0.19037	45.774	0.065663	supercritical
881.84	6.2500	26.821	0.037284	19.882	27.338	204.76	25.983	34.489	560.93	-0.19185	45.823	0.065746	supercritical
883.30	6.2500	26.777	0.037346	19.920	27.389	204.82	25.991	34.497	561.36	-0.19333	45.872	0.065829	supercritical
884.76	6.2500	26.733	0.037407	19.958	27.439	204.88	25.999	34.504	561.79	-0.19479	45.921	0.065912	supercritical
886.22	6.2500	26.689	0.037468	19.996	27.489	204.93	26.008	34.512	562.22	-0.19625	45.970	0.065995	supercritical
887.68	6.2500	26.646	0.037530	20.034	27.540	204.99	26.016	34.519	562.65	-0.19771	46.019	0.066078	supercritical
889.14	6.2500	26.602	0.037591	20.072	27.590	205.05	26.024	34.527	563.08	-0.19916	46.068	0.066161	supercritical
890.60	6.2500	26.559	0.037652	20.110	27.640	205.10	26.033	34.534	563.51	-0.20060	46.117	0.066244	supercritical
892.06	6.2500	26.515	0.037714	20.148	27.691	205.16	26.041	34.542	563.94	-0.20203	46.166	0.066326	supercritical
893.52	6.2500	26.472	0.037775	20.187	27.741	205.22	26.049	34.549	564.36	-0.20346	46.214	0.066409	supercritical
894.97	6.2500	26.430	0.037836	20.225	27.792	205.27	26.057	34.557	564.79	-0.20489	46.263	0.066492	supercritical
896.43	6.2500	26.387	0.037898	20.263	27.842	205.33	26.065	34.564	565.22	-0.20630	46.312	0.066574	supercritical
897.89	6.2500	26.344	0.037959	20.301	27.893	205.38	26.074	34.572	565.65	-0.20771	46.360	0.066657	supercritical
899.35	6.2500	26.302	0.038020	20.339	27.943	205.44	26.082	34.579	566.07	-0.20912	46.409	0.066740	supercritical
900.81	6.2500	26.259	0.038082	20.377	27.994	205.50	26.090	34.587	566.50	-0.21052	46.458	0.066822	supercritical
902.27	6.2500	26.217	0.038143	20.416	28.044	205.55	26.098	34.594	566.92	-0.21191	46.506	0.066905	supercritical
903.73	6.2500	26.175	0.038204	20.454	28.094	205.61	26.106	34.601	567.35	-0.21330	46.555	0.066987	supercritical
905.19	6.2500	26.133	0.038266	20.492	28.145	205.66	26.114	34.609	567.77	-0.21468	46.603	0.067070	supercritical
906.65	6.2500	26.091	0.038327	20.530	28.196	205.72	26.122	34.616	568.20	-0.21605	46.652	0.067152	supercritical
908.11	6.2500	26.050	0.038388	20.569	28.246	205.78	26.130	34.623	568.62	-0.21742	46.700	0.067235	supercritical
909.57	6.2500	26.008	0.038450	20.607	28.297	205.83	26.138	34.631	569.05	-0.21879	46.749	0.067317	supercritical
911.03	6.2500	25.967	0.038511	20.645	28.347	205.89	26.146	34.638	569.47	-0.22014	46.797	0.067399	supercritical
912.49	6.2500	25.925	0.038572	20.683	28.398	205.94	26.154	34.645	569.89	-0.22149	46.846	0.067482	supercritical
913.95	6.2500	25.884	0.038634	20.722	28.448	206.00	26.162	34.652	570.32	-0.22284	46.894	0.067564	supercritical
915.41	6.2500	25.843	0.038695	20.760	28.499	206.05	26.170	34.660	570.74	-0.22418	46.942	0.067646	supercritical
916.87	6.2500	25.802	0.038756	20.798	28.549	206.11	26.178	34.667	571.16	-0.22552	46.990	0.067728	supercritical
918.32	6.2500	25.762	0.038818	20.837	28.600	206.16	26.185	34.674	571.58	-0.22685	47.039	0.067811	supercritical
919.78	6.2500	25.721	0.038879	20.875	28.651	206.22	26.193	34.681	572.00	-0.22817	47.087	0.067893	supercritical
921.24	6.2500	25.680	0.038940	20.913	28.701	206.27	26.201	34.688	572.42	-0.22949	47.135	0.067975	supercritical
922.70	6.2500	25.640	0.039001	20.952	28.752	206.33	26.209	34.695	572.85	-0.23080	47.183	0.068057	supercritical
924.16	6.2500	25.600	0.039063	20.990	28.802	206.38	26.217	34.703	573.27	-0.23211	47.231	0.068139	supercritical
925.62	6.2500	25.560	0.039124	21.029	28.853	206.44	26.224	34.710	573.69	-0.23341	47.279	0.068221	supercritical
927.08	6.2500	25.520	0.039185	21.067	28.904	206.49	26.232	34.717	574.11	-0.23471	47.327	0.068303	supercritical
928.54	6.2500	25.480	0.039247	21.105	28.954	206.55	26.240	34.724	574.53	-0.23600	47.375	0.068385	supercritical
930.00	6.2500	25.440	0.039308	21.144	29.005	206.60	26.248	34.731	574.95	-0.23728	47.423	0.068467	supercritical
