Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
747.58,3.75,19.106,0.05234,16.477,22.757,203.43,25.082,33.57,515.24,-0.0068934,40.862,0.057527,vapor
749.03,3.75,19.069,0.052442,16.513,22.806,203.5,25.093,33.58,515.71,-0.0092592,40.915,0.057614,vapor
750.49,3.75,19.032,0.052544,16.55,22.855,203.56,25.104,33.59,516.18,-0.011613,40.968,0.057701,vapor
751.95,3.75,18.995,0.052646,16.587,22.904,203.63,25.115,33.6,516.65,-0.013954,41.021,0.057788,vapor
753.41,3.75,18.958,0.052748,16.624,22.953,203.69,25.126,33.61,517.11,-0.016283,41.074,0.057875,vapor
754.87,3.75,18.921,0.052851,16.66,23.002,203.76,25.136,33.62,517.58,-0.0186,41.127,0.057962,vapor
756.33,3.75,18.885,0.052953,16.697,23.051,203.82,25.147,33.63,518.04,-0.020905,41.18,0.058049,vapor
757.79,3.75,18.848,0.053055,16.734,23.1,203.89,25.158,33.64,518.51,-0.023199,41.232,0.058136,vapor
759.25,3.75,18.812,0.053157,16.771,23.15,203.95,25.168,33.65,518.97,-0.02548,41.285,0.058223,vapor
760.71,3.75,18.776,0.053259,16.808,23.199,204.02,25.179,33.66,519.44,-0.02775,41.338,0.058309,vapor
762.17,3.75,18.74,0.053361,16.845,23.248,204.08,25.19,33.67,519.9,-0.030008,41.391,0.058396,vapor
763.63,3.75,18.704,0.053463,16.882,23.297,204.15,25.2,33.679,520.36,-0.032255,41.443,0.058483,vapor
765.09,3.75,18.669,0.053565,16.918,23.346,204.21,25.211,33.689,520.83,-0.03449,41.496,0.058569,vapor
766.55,3.75,18.633,0.053668,16.955,23.395,204.28,25.221,33.699,521.29,-0.036713,41.548,0.058656,vapor
768.01,3.75,18.598,0.05377,16.992,23.444,204.34,25.232,33.709,521.75,-0.038926,41.601,0.058742,vapor
769.47,3.75,18.563,0.053872,17.029,23.494,204.4,25.242,33.718,522.21,-0.041127,41.653,0.058829,vapor
770.93,3.75,18.528,0.053974,17.066,23.543,204.47,25.253,33.728,522.67,-0.043317,41.705,0.058915,vapor
772.38,3.75,18.493,0.054076,17.103,23.592,204.53,25.263,33.738,523.14,-0.045496,41.758,0.059002,vapor
773.84,3.75,18.458,0.054178,17.14,23.641,204.6,25.273,33.747,523.6,-0.047664,41.81,0.059088,vapor
775.3,3.75,18.423,0.05428,17.177,23.691,204.66,25.284,33.757,524.06,-0.049821,41.862,0.059174,vapor
776.76,3.75,18.388,0.054382,17.214,23.74,204.72,25.294,33.767,524.51,-0.051967,41.914,0.059261,vapor
778.22,3.75,18.354,0.054484,17.251,23.789,204.79,25.304,33.776,524.97,-0.054102,41.967,0.059347,vapor
779.68,3.75,18.32,0.054586,17.288,23.838,204.85,25.315,33.786,525.43,-0.056227,42.019,0.059433,vapor
781.14,3.75,18.285,0.054688,17.325,23.888,204.91,25.325,33.795,525.89,-0.058341,42.071,0.059519,vapor
782.6,3.75,18.251,0.05479,17.363,23.937,204.98,25.335,33.805,526.35,-0.060444,42.123,0.059605,vapor
784.06,3.75,18.217,0.054892,17.4,23.986,205.04,25.345,33.814,526.81,-0.062537,42.175,0.059691,vapor
785.52,3.75,18.184,0.054994,17.437,24.036,205.1,25.355,33.824,527.26,-0.06462,42.227,0.059778,vapor
786.98,3.75,18.15,0.055096,17.474,24.085,205.16,25.365,33.833,527.72,-0.066692,42.279,0.059864,vapor
788.44,3.75,18.116,0.055199,17.511,24.135,205.23,25.376,33.843,528.17,-0.068754,42.331,0.05995,vapor
789.9,3.75,18.083,0.055301,17.548,24.184,205.29,25.386,33.852,528.63,-0.070806,42.382,0.060035,vapor
791.36,3.75,18.05,0.055403,17.585,24.233,205.35,25.396,33.861,529.09,-0.072847,42.434,0.060121,vapor
792.82,3.75,18.017,0.055505,17.622,24.283,205.41,25.406,33.871,529.54,-0.074879,42.486,0.060207,vapor
794.28,3.75,17.983,0.055607,17.66,24.332,205.48,25.416,33.88,529.99,-0.076901,42.538,0.060293,vapor
795.74,3.75,17.951,0.055709,17.697,24.382,205.54,25.426,33.889,530.45,-0.078912,42.589,0.060379,vapor
797.19,3.75,17.918,0.055811,17.734,24.431,205.6,25.436,33.899,530.9,-0.080914,42.641,0.060464,vapor
798.65,3.75,17.885,0.055913,17.771,24.481,205.66,25.445,33.908,531.35,-0.082906,42.692,0.06055,vapor
800.11,3.75,17.852,0.056015,17.809,24.53,205.72,25.455,33.917,531.81,-0.084888,42.744,0.060636,vapor
801.57,3.75,17.82,0.056117,17.846,24.58,205.79,25.465,33.926,532.26,-0.086861,42.795,0.060721,vapor
803.03,3.75,17.788,0.056219,17.883,24.629,205.85,25.475,33.935,532.71,-0.088824,42.847,0.060807,vapor
804.49,3.75,17.755,0.056321,17.92,24.679,205.91,25.485,33.945,533.16,-0.090777,42.898,0.060892,vapor
805.95,3.75,17.723,0.056423,17.958,24.728,205.97,25.495,33.954,533.61,-0.092721,42.95,0.060978,vapor
807.41,3.75,17.691,0.056525,17.995,24.778,206.03,25.504,33.963,534.06,-0.094656,43.001,0.061063,vapor
808.87,3.75,17.66,0.056627,18.032,24.827,206.09,25.514,33.972,534.52,-0.096581,43.052,0.061149,vapor
810.33,3.75,17.628,0.056729,18.07,24.877,206.16,25.524,33.981,534.97,-0.098497,43.103,0.061234,vapor
811.79,3.75,17.596,0.056831,18.107,24.927,206.22,25.533,33.99,535.41,-0.1004,43.155,0.06132,vapor
813.25,3.75,17.565,0.056933,18.144,24.976,206.28,25.543,33.999,535.86,-0.1023,43.206,0.061405,vapor
814.71,3.75,17.533,0.057035,18.182,25.026,206.34,25.553,34.008,536.31,-0.10419,43.257,0.06149,vapor
816.17,3.75,17.502,0.057137,18.219,25.075,206.4,25.562,34.017,536.76,-0.10607,43.308,0.061575,vapor
817.63,3.75,17.471,0.057239,18.257,25.125,206.46,25.572,34.026,537.21,-0.10794,43.359,0.06166,vapor
819.09,3.75,17.44,0.05734,18.294,25.175,206.52,25.581,34.035,537.66,-0.1098,43.41,0.061746,vapor
820.55,3.75,17.409,0.057442,18.332,25.224,206.58,25.591,34.044,538.1,-0.11165,43.461,0.061831,vapor
822,3.75,17.378,0.057544,18.369,25.274,206.64,25.6,34.053,538.55,-0.1135,43.512,0.061916,vapor
823.46,3.75,17.347,0.057646,18.406,25.324,206.7,25.61,34.062,539,-0.11533,43.563,0.062001,vapor
824.92,3.75,17.317,0.057748,18.444,25.374,206.76,25.619,34.07,539.44,-0.11716,43.614,0.062086,vapor
826.38,3.75,17.286,0.05785,18.481,25.423,206.82,25.629,34.079,539.89,-0.11898,43.664,0.062171,vapor
827.84,3.75,17.256,0.057952,18.519,25.473,206.88,25.638,34.088,540.33,-0.12079,43.715,0.062256,vapor
829.3,3.75,17.225,0.058054,18.556,25.523,206.94,25.647,34.097,540.78,-0.12259,43.766,0.062341,vapor
830.76,3.75,17.195,0.058156,18.594,25.572,207,25.657,34.106,541.22,-0.12438,43.817,0.062425,vapor
832.22,3.75,17.165,0.058258,18.632,25.622,207.06,25.666,34.114,541.67,-0.12616,43.867,0.06251,vapor
833.68,3.75,17.135,0.05836,18.669,25.672,207.12,25.675,34.123,542.11,-0.12794,43.918,0.062595,vapor
835.14,3.75,17.105,0.058462,18.707,25.722,207.18,25.684,34.132,542.55,-0.1297,43.968,0.06268,vapor
836.6,3.75,17.075,0.058564,18.744,25.772,207.24,25.694,34.14,543,-0.13146,44.019,0.062764,vapor
838.06,3.75,17.046,0.058666,18.782,25.822,207.3,25.703,34.149,543.44,-0.13321,44.069,0.062849,vapor
839.52,3.75,17.016,0.058768,18.82,25.871,207.36,25.712,34.158,543.88,-0.13496,44.12,0.062934,vapor
840.98,3.75,16.987,0.058869,18.857,25.921,207.42,25.721,34.166,544.32,-0.13669,44.17,0.063018,vapor
842.44,3.75,16.957,0.058971,18.895,25.971,207.48,25.73,34.175,544.76,-0.13842,44.221,0.063103,vapor
843.9,3.75,16.928,0.059073,18.932,26.021,207.54,25.739,34.183,545.2,-0.14014,44.271,0.063187,vapor
845.35,3.75,16.899,0.059175,18.97,26.071,207.6,25.748,34.192,545.65,-0.14185,44.321,0.063272,vapor
846.81,3.75,16.87,0.059277,19.008,26.121,207.66,25.757,34.2,546.09,-0.14355,44.372,0.063356,vapor
848.27,3.75,16.841,0.059379,19.045,26.171,207.72,25.766,34.209,546.53,-0.14524,44.422,0.063441,vapor
849.73,3.75,16.812,0.059481,19.083,26.221,207.77,25.775,34.217,546.96,-0.14693,44.472,0.063525,vapor
851.19,3.75,16.783,0.059583,19.121,26.271,207.83,25.784,34.226,547.4,-0.14861,44.522,0.063609,vapor
852.65,3.75,16.755,0.059685,19.159,26.321,207.89,25.793,34.234,547.84,-0.15028,44.572,0.063694,vapor
854.11,3.75,16.726,0.059786,19.196,26.37,207.95,25.802,34.243,548.28,-0.15194,44.622,0.063778,vapor
855.57,3.75,16.698,0.059888,19.234,26.42,208.01,25.811,34.251,548.72,-0.1536,44.672,0.063862,vapor
857.03,3.75,16.669,0.05999,19.272,26.47,208.07,25.82,34.259,549.16,-0.15525,44.722,0.063946,vapor
858.49,3.75,16.641,0.060092,19.31,26.52,208.13,25.829,34.268,549.59,-0.15689,44.772,0.06403,vapor
859.95,3.75,16.613,0.060194,19.347,26.57,208.18,25.838,34.276,550.03,-0.15852,44.822,0.064115,vapor
861.41,3.75,16.585,0.060296,19.385,26.621,208.24,25.847,34.284,550.47,-0.16015,44.872,0.064199,vapor
862.87,3.75,16.557,0.060398,19.423,26.671,208.3,25.855,34.292,550.9,-0.16177,44.922,0.064283,vapor
864.33,3.75,16.529,0.0605,19.461,26.721,208.36,25.864,34.301,551.34,-0.16338,44.972,0.064367,vapor
865.79,3.75,16.501,0.060601,19.499,26.771,208.42,25.873,34.309,551.78,-0.16499,45.022,0.064451,vapor
867.25,3.75,16.474,0.060703,19.537,26.821,208.47,25.881,34.317,552.21,-0.16658,45.071,0.064535,vapor
868.71,3.75,16.446,0.060805,19.574,26.871,208.53,25.89,34.325,552.65,-0.16817,45.121,0.064618,vapor
870.16,3.75,16.418,0.060907,19.612,26.921,208.59,25.899,34.333,553.08,-0.16976,45.171,0.064702,vapor
871.62,3.75,16.391,0.061009,19.65,26.971,208.65,25.907,34.342,553.51,-0.17133,45.221,0.064786,vapor
873.08,3.75,16.364,0.061111,19.688,27.021,208.7,25.916,34.35,553.95,-0.1729,45.27,0.06487,vapor
874.54,3.75,16.337,0.061212,19.726,27.071,208.76,25.925,34.358,554.38,-0.17446,45.32,0.064954,vapor
876,3.75,16.309,0.061314,19.764,27.121,208.82,25.933,34.366,554.81,-0.17602,45.369,0.065037,vapor
877.46,3.75,16.282,0.061416,19.802,27.172,208.88,25.942,34.374,555.25,-0.17756,45.419,0.065121,vapor
878.92,3.75,16.255,0.061518,19.84,27.222,208.93,25.95,34.382,555.68,-0.17911,45.468,0.065205,vapor
880.38,3.75,16.229,0.06162,19.878,27.272,208.99,25.959,34.39,556.11,-0.18064,45.518,0.065288,vapor
881.84,3.75,16.202,0.061722,19.916,27.322,209.05,25.967,34.398,556.54,-0.18217,45.567,0.065372,vapor
883.3,3.75,16.175,0.061823,19.954,27.372,209.1,25.976,34.406,556.97,-0.18369,45.616,0.065456,vapor
884.76,3.75,16.149,0.061925,19.992,27.423,209.16,25.984,34.414,557.41,-0.1852,45.666,0.065539,vapor
886.22,3.75,16.122,0.062027,20.03,27.473,209.22,25.992,34.422,557.84,-0.18671,45.715,0.065623,vapor
887.68,3.75,16.096,0.062129,20.068,27.523,209.27,26.001,34.43,558.27,-0.18821,45.764,0.065706,vapor
889.14,3.75,16.069,0.062231,20.106,27.573,209.33,26.009,34.438,558.7,-0.1897,45.814,0.06579,vapor
890.6,3.75,16.043,0.062332,20.144,27.624,209.39,26.017,34.446,559.13,-0.19119,45.863,0.065873,vapor
892.06,3.75,16.017,0.062434,20.182,27.674,209.44,26.026,34.453,559.56,-0.19267,45.912,0.065956,vapor
893.52,3.75,15.991,0.062536,20.22,27.724,209.5,26.034,34.461,559.98,-0.19415,45.961,0.06604,vapor
894.97,3.75,15.965,0.062638,20.258,27.774,209.56,26.042,34.469,560.41,-0.19561,46.01,0.066123,vapor
896.43,3.75,15.939,0.06274,20.296,27.825,209.61,26.05,34.477,560.84,-0.19708,46.059,0.066206,vapor
897.89,3.75,15.913,0.062841,20.334,27.875,209.67,26.059,34.485,561.27,-0.19853,46.108,0.066289,vapor
899.35,3.75,15.887,0.062943,20.372,27.925,209.72,26.067,34.492,561.7,-0.19998,46.157,0.066373,vapor
900.81,3.75,15.862,0.063045,20.411,27.976,209.78,26.075,34.5,562.12,-0.20142,46.206,0.066456,vapor
902.27,3.75,15.836,0.063147,20.449,28.026,209.84,26.083,34.508,562.55,-0.20286,46.255,0.066539,vapor
903.73,3.75,15.811,0.063249,20.487,28.076,209.89,26.091,34.515,562.98,-0.20429,46.304,0.066622,vapor
905.19,3.75,15.785,0.06335,20.525,28.127,209.95,26.099,34.523,563.4,-0.20571,46.353,0.066705,vapor
906.65,3.75,15.76,0.063452,20.563,28.177,210,26.107,34.531,563.83,-0.20713,46.402,0.066788,vapor
908.11,3.75,15.735,0.063554,20.601,28.228,210.06,26.116,34.538,564.26,-0.20854,46.45,0.066871,vapor
909.57,3.75,15.71,0.063656,20.64,28.278,210.11,26.124,34.546,564.68,-0.20995,46.499,0.066954,vapor
911.03,3.75,15.684,0.063758,20.678,28.328,210.17,26.132,34.554,565.11,-0.21135,46.548,0.067037,vapor
912.49,3.75,15.659,0.063859,20.716,28.379,210.23,26.14,34.561,565.53,-0.21274,46.596,0.06712,vapor
913.95,3.75,15.635,0.063961,20.754,28.429,210.28,26.148,34.569,565.96,-0.21413,46.645,0.067203,vapor
915.41,3.75,15.61,0.064063,20.793,28.48,210.34,26.155,34.576,566.38,-0.21551,46.694,0.067285,vapor
916.87,3.75,15.585,0.064165,20.831,28.53,210.39,26.163,34.584,566.8,-0.21689,46.742,0.067368,vapor
918.32,3.75,15.56,0.064266,20.869,28.581,210.45,26.171,34.591,567.23,-0.21826,46.791,0.067451,vapor
919.78,3.75,15.536,0.064368,20.907,28.631,210.5,26.179,34.599,567.65,-0.21962,46.839,0.067534,vapor
921.24,3.75,15.511,0.06447,20.946,28.682,210.56,26.187,34.606,568.07,-0.22098,46.888,0.067616,vapor
922.7,3.75,15.487,0.064572,20.984,28.732,210.61,26.195,34.614,568.49,-0.22234,46.936,0.067699,vapor
924.16,3.75,15.462,0.064673,21.022,28.783,210.66,26.203,34.621,568.92,-0.22368,46.985,0.067782,vapor
925.62,3.75,15.438,0.064775,21.061,28.833,210.72,26.21,34.629,569.34,-0.22502,47.033,0.067864,vapor
927.08,3.75,15.414,0.064877,21.099,28.884,210.77,26.218,34.636,569.76,-0.22636,47.081,0.067947,vapor
928.54,3.75,15.39,0.064979,21.137,28.934,210.83,26.226,34.643,570.18,-0.22769,47.13,0.06803,vapor
930,3.75,15.366,0.06508,21.176,28.985,210.88,26.234,34.651,570.6,-0.22902,47.178,0.068112,vapor
