Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
368.13,10,105.03,0.0095213,7.2228,10.269,171.87,21.953,32.847,378.53,1.3358,26.296,0.035461,supercritical
369.59,10,104.55,0.0095645,7.2569,10.317,172,21.961,32.828,379.29,1.3239,26.362,0.035551,supercritical
371.05,10,104.08,0.0096076,7.291,10.365,172.13,21.969,32.809,380.05,1.3121,26.429,0.035642,supercritical
372.51,10,103.62,0.0096506,7.3251,10.413,172.26,21.977,32.79,380.8,1.3004,26.496,0.035732,supercritical
373.97,10,103.16,0.0096936,7.3591,10.461,172.39,21.985,32.772,381.55,1.2888,26.562,0.035823,supercritical
375.43,10,102.71,0.0097366,7.3932,10.509,172.52,21.993,32.755,382.3,1.2773,26.629,0.035913,supercritical
376.89,10,102.25,0.0097795,7.4273,10.557,172.64,22.002,32.738,383.05,1.2659,26.695,0.036004,supercritical
378.35,10,101.81,0.0098224,7.4613,10.604,172.77,22.01,32.722,383.79,1.2546,26.762,0.036094,supercritical
379.81,10,101.37,0.0098652,7.4954,10.652,172.9,22.019,32.706,384.53,1.2433,26.828,0.036185,supercritical
381.27,10,100.93,0.0099079,7.5294,10.7,173.02,22.028,32.691,385.27,1.2322,26.894,0.036276,supercritical
382.73,10,100.5,0.0099507,7.5634,10.748,173.15,22.037,32.676,386.01,1.2212,26.961,0.036367,supercritical
384.19,10,100.07,0.0099933,7.5975,10.795,173.27,22.046,32.662,386.74,1.2103,27.027,0.036457,supercritical
385.64,10,99.642,0.010036,7.6315,10.843,173.39,22.055,32.648,387.47,1.1994,27.093,0.036548,supercritical
387.1,10,99.221,0.010079,7.6655,10.89,173.52,22.065,32.635,388.2,1.1887,27.159,0.036639,supercritical
388.56,10,98.804,0.010121,7.6995,10.938,173.64,22.074,32.622,388.93,1.178,27.225,0.03673,supercritical
390.02,10,98.39,0.010164,7.7335,10.986,173.76,22.084,32.61,389.65,1.1674,27.291,0.036822,supercritical
391.48,10,97.981,0.010206,7.7675,11.033,173.88,22.093,32.598,390.37,1.1569,27.357,0.036913,supercritical
392.94,10,97.575,0.010248,7.8015,11.081,174.01,22.103,32.586,391.09,1.1465,27.423,0.037004,supercritical
394.4,10,97.174,0.010291,7.8355,11.128,174.13,22.113,32.575,391.81,1.1362,27.489,0.037095,supercritical
395.86,10,96.775,0.010333,7.8694,11.176,174.25,22.123,32.564,392.52,1.126,27.554,0.037186,supercritical
397.32,10,96.381,0.010376,7.9034,11.223,174.37,22.133,32.554,393.23,1.1159,27.62,0.037277,supercritical
398.78,10,95.99,0.010418,7.9374,11.271,174.49,22.143,32.544,393.94,1.1058,27.686,0.037369,supercritical
400.24,10,95.602,0.01046,7.9714,11.318,174.6,22.153,32.534,394.65,1.0958,27.751,0.03746,supercritical
401.7,10,95.218,0.010502,8.0054,11.366,174.72,22.163,32.525,395.36,1.0859,27.817,0.037551,supercritical
403.16,10,94.838,0.010544,8.0393,11.413,174.84,22.174,32.516,396.06,1.0761,27.882,0.037643,supercritical
404.62,10,94.461,0.010586,8.0733,11.461,174.96,22.184,32.508,396.76,1.0664,27.948,0.037734,supercritical
406.08,10,94.087,0.010628,8.1073,11.508,175.07,22.195,32.5,397.46,1.0567,28.013,0.037826,supercritical
407.54,10,93.716,0.010671,8.1412,11.556,175.19,22.206,32.492,398.15,1.0471,28.078,0.037917,supercritical
408.99,10,93.349,0.010713,8.1752,11.603,175.31,22.216,32.485,398.85,1.0376,28.143,0.038009,supercritical
410.45,10,92.984,0.010755,8.2092,11.651,175.42,22.227,32.478,399.54,1.0282,28.208,0.0381,supercritical
411.91,10,92.623,0.010796,8.2432,11.698,175.54,22.238,32.471,400.23,1.0189,28.273,0.038192,supercritical
413.37,10,92.265,0.010838,8.2771,11.745,175.65,22.249,32.465,400.92,1.0096,28.338,0.038283,supercritical
414.83,10,91.91,0.01088,8.3111,11.793,175.77,22.26,32.458,401.61,1.0004,28.403,0.038375,supercritical
416.29,10,91.558,0.010922,8.3451,11.84,175.88,22.272,32.453,402.29,0.99125,28.468,0.038466,supercritical
417.75,10,91.209,0.010964,8.3791,11.887,176,22.283,32.447,402.97,0.98219,28.533,0.038558,supercritical
419.21,10,90.863,0.011006,8.4131,11.935,176.11,22.294,32.442,403.65,0.97321,28.597,0.038649,supercritical
420.67,10,90.52,0.011047,8.4471,11.982,176.22,22.305,32.437,404.33,0.9643,28.662,0.038741,supercritical
422.13,10,90.179,0.011089,8.4811,12.029,176.33,22.317,32.432,405.01,0.95545,28.727,0.038832,supercritical
423.59,10,89.842,0.011131,8.515,12.077,176.45,22.328,32.428,405.68,0.94668,28.791,0.038924,supercritical
425.05,10,89.507,0.011172,8.549,12.124,176.56,22.34,32.424,406.35,0.93798,28.856,0.039016,supercritical
426.51,10,89.175,0.011214,8.583,12.171,176.67,22.352,32.42,407.02,0.92934,28.92,0.039107,supercritical
427.97,10,88.845,0.011256,8.6171,12.219,176.78,22.363,32.417,407.69,0.92077,28.984,0.039199,supercritical
429.43,10,88.519,0.011297,8.6511,12.266,176.89,22.375,32.414,408.36,0.91227,29.048,0.039291,supercritical
430.89,10,88.194,0.011339,8.6851,12.313,177,22.387,32.411,409.02,0.90383,29.113,0.039382,supercritical
432.35,10,87.873,0.01138,8.7191,12.361,177.11,22.399,32.408,409.69,0.89546,29.177,0.039474,supercritical
433.8,10,87.554,0.011422,8.7531,12.408,177.22,22.411,32.405,410.35,0.88715,29.241,0.039565,supercritical
435.26,10,87.237,0.011463,8.7872,12.455,177.33,22.423,32.403,411.01,0.87891,29.305,0.039657,supercritical
436.72,10,86.923,0.011504,8.8212,12.502,177.44,22.435,32.401,411.66,0.87073,29.369,0.039749,supercritical
438.18,10,86.612,0.011546,8.8552,12.55,177.54,22.447,32.399,412.32,0.86261,29.432,0.03984,supercritical
439.64,10,86.303,0.011587,8.8893,12.597,177.65,22.46,32.398,412.97,0.85456,29.496,0.039932,supercritical
441.1,10,85.996,0.011628,8.9234,12.644,177.76,22.472,32.397,413.63,0.84657,29.56,0.040023,supercritical
442.56,10,85.692,0.01167,8.9574,12.692,177.87,22.484,32.396,414.28,0.83864,29.623,0.040115,supercritical
444.02,10,85.39,0.011711,8.9915,12.739,177.97,22.497,32.395,414.93,0.83077,29.687,0.040207,supercritical
445.48,10,85.09,0.011752,9.0256,12.786,178.08,22.509,32.394,415.57,0.82295,29.75,0.040298,supercritical
446.94,10,84.793,0.011793,9.0597,12.833,178.18,22.521,32.394,416.22,0.8152,29.814,0.04039,supercritical
448.4,10,84.498,0.011835,9.0938,12.881,178.29,22.534,32.393,416.86,0.80751,29.877,0.040481,supercritical
449.86,10,84.205,0.011876,9.1279,12.928,178.4,22.546,32.393,417.51,0.79987,29.94,0.040573,supercritical
451.32,10,83.914,0.011917,9.162,12.975,178.5,22.559,32.393,418.15,0.7923,30.004,0.040664,supercritical
452.78,10,83.626,0.011958,9.1961,13.023,178.6,22.572,32.394,418.78,0.78477,30.067,0.040756,supercritical
454.24,10,83.339,0.011999,9.2302,13.07,178.71,22.584,32.394,419.42,0.77731,30.13,0.040847,supercritical
455.7,10,83.055,0.01204,9.2643,13.117,178.81,22.597,32.395,420.06,0.7699,30.193,0.040939,supercritical
457.15,10,82.773,0.012081,9.2985,13.164,178.92,22.61,32.396,420.69,0.76255,30.256,0.04103,supercritical
458.61,10,82.493,0.012122,9.3326,13.212,179.02,22.623,32.397,421.33,0.75525,30.319,0.041122,supercritical
460.07,10,82.215,0.012163,9.3668,13.259,179.12,22.636,32.398,421.96,0.748,30.382,0.041213,supercritical
461.53,10,81.939,0.012204,9.401,13.306,179.23,22.649,32.4,422.59,0.74081,30.444,0.041305,supercritical
462.99,10,81.665,0.012245,9.4352,13.353,179.33,22.661,32.402,423.21,0.73367,30.507,0.041396,supercritical
464.45,10,81.393,0.012286,9.4694,13.401,179.43,22.674,32.403,423.84,0.72659,30.569,0.041488,supercritical
465.91,10,81.122,0.012327,9.5036,13.448,179.53,22.687,32.405,424.47,0.71956,30.632,0.041579,supercritical
467.37,10,80.854,0.012368,9.5378,13.495,179.63,22.7,32.407,425.09,0.71257,30.694,0.041671,supercritical
468.83,10,80.588,0.012409,9.572,13.543,179.73,22.714,32.41,425.71,0.70564,30.757,0.041762,supercritical
470.29,10,80.324,0.01245,9.6062,13.59,179.83,22.727,32.412,426.33,0.69877,30.819,0.041853,supercritical
471.75,10,80.061,0.01249,9.6405,13.637,179.93,22.74,32.415,426.95,0.69194,30.881,0.041945,supercritical
473.21,10,79.801,0.012531,9.6747,13.685,180.03,22.753,32.417,427.57,0.68516,30.944,0.042036,supercritical
474.67,10,79.542,0.012572,9.709,13.732,180.13,22.766,32.42,428.19,0.67843,31.006,0.042127,supercritical
476.13,10,79.285,0.012613,9.7433,13.779,180.23,22.779,32.423,428.8,0.67175,31.068,0.042218,supercritical
477.59,10,79.029,0.012654,9.7775,13.827,180.33,22.793,32.426,429.41,0.66511,31.13,0.04231,supercritical
479.05,10,78.776,0.012694,9.8118,13.874,180.43,22.806,32.43,430.03,0.65853,31.192,0.042401,supercritical
480.51,10,78.524,0.012735,9.8461,13.921,180.53,22.819,32.433,430.64,0.65199,31.254,0.042492,supercritical
481.96,10,78.274,0.012776,9.8805,13.969,180.63,22.832,32.437,431.25,0.6455,31.315,0.042583,supercritical
483.42,10,78.026,0.012816,9.9148,14.016,180.73,22.846,32.441,431.85,0.63905,31.377,0.042674,supercritical
484.88,10,77.779,0.012857,9.9491,14.063,180.83,22.859,32.444,432.46,0.63266,31.439,0.042766,supercritical
486.34,10,77.534,0.012898,9.9835,14.111,180.92,22.873,32.448,433.07,0.62631,31.5,0.042857,supercritical
487.8,10,77.291,0.012938,10.018,14.158,181.02,22.886,32.452,433.67,0.62,31.562,0.042948,supercritical
489.26,10,77.049,0.012979,10.052,14.205,181.12,22.899,32.457,434.27,0.61374,31.623,0.043039,supercritical
490.72,10,76.809,0.013019,10.087,14.253,181.21,22.913,32.461,434.87,0.60752,31.685,0.04313,supercritical
492.18,10,76.571,0.01306,10.121,14.3,181.31,22.926,32.465,435.47,0.60135,31.746,0.043221,supercritical
493.64,10,76.334,0.0131,10.155,14.347,181.41,22.94,32.47,436.07,0.59522,31.807,0.043312,supercritical
495.1,10,76.099,0.013141,10.19,14.395,181.5,22.953,32.475,436.67,0.58913,31.869,0.043403,supercritical
496.56,10,75.865,0.013181,10.224,14.442,181.6,22.967,32.479,437.27,0.58309,31.93,0.043494,supercritical
498.02,10,75.633,0.013222,10.259,14.49,181.69,22.98,32.484,437.86,0.57709,31.991,0.043585,supercritical
499.48,10,75.402,0.013262,10.293,14.537,181.79,22.994,32.489,438.46,0.57113,32.052,0.043675,supercritical
500.94,10,75.173,0.013303,10.328,14.584,181.88,23.007,32.494,439.05,0.56521,32.113,0.043766,supercritical
502.4,10,74.945,0.013343,10.362,14.632,181.98,23.021,32.5,439.64,0.55933,32.173,0.043857,supercritical
503.86,10,74.719,0.013383,10.397,14.679,182.07,23.035,32.505,440.23,0.5535,32.234,0.043948,supercritical
505.32,10,74.494,0.013424,10.431,14.727,182.17,23.048,32.51,440.82,0.5477,32.295,0.044039,supercritical
506.77,10,74.271,0.013464,10.466,14.774,182.26,23.062,32.516,441.41,0.54195,32.356,0.044129,supercritical
508.23,10,74.049,0.013505,10.5,14.822,182.35,23.075,32.521,441.99,0.53624,32.416,0.04422,supercritical
509.69,10,73.828,0.013545,10.535,14.869,182.45,23.089,32.527,442.58,0.53056,32.477,0.044311,supercritical
511.15,10,73.609,0.013585,10.569,14.917,182.54,23.103,32.533,443.16,0.52493,32.537,0.044402,supercritical
512.61,10,73.391,0.013626,10.604,14.964,182.63,23.116,32.539,443.75,0.51933,32.598,0.044492,supercritical
514.07,10,73.175,0.013666,10.639,15.012,182.72,23.13,32.545,444.33,0.51377,32.658,0.044583,supercritical
515.53,10,72.96,0.013706,10.673,15.059,182.82,23.144,32.551,444.91,0.50825,32.718,0.044673,supercritical
516.99,10,72.746,0.013746,10.708,15.107,182.91,23.157,32.557,445.49,0.50277,32.779,0.044764,supercritical
518.45,10,72.534,0.013787,10.743,15.154,183,23.171,32.563,446.07,0.49733,32.839,0.044854,supercritical
519.91,10,72.323,0.013827,10.777,15.202,183.09,23.185,32.569,446.64,0.49192,32.899,0.044945,supercritical
521.37,10,72.113,0.013867,10.812,15.249,183.18,23.198,32.576,447.22,0.48655,32.959,0.045035,supercritical
522.83,10,71.905,0.013907,10.847,15.297,183.27,23.212,32.582,447.8,0.48121,33.019,0.045126,supercritical
524.29,10,71.698,0.013947,10.881,15.344,183.37,23.226,32.588,448.37,0.47592,33.079,0.045216,supercritical
525.75,10,71.492,0.013988,10.916,15.392,183.46,23.239,32.595,448.94,0.47065,33.139,0.045306,supercritical
527.21,10,71.287,0.014028,10.951,15.439,183.55,23.253,32.602,449.51,0.46543,33.198,0.045397,supercritical
528.67,10,71.084,0.014068,10.985,15.487,183.64,23.267,32.608,450.08,0.46023,33.258,0.045487,supercritical
530.12,10,70.882,0.014108,11.02,15.535,183.73,23.28,32.615,450.65,0.45508,33.318,0.045577,supercritical
531.58,10,70.681,0.014148,11.055,15.582,183.82,23.294,32.622,451.22,0.44996,33.377,0.045667,supercritical
533.04,10,70.481,0.014188,11.09,15.63,183.91,23.308,32.629,451.79,0.44487,33.437,0.045758,supercritical
534.5,10,70.283,0.014228,11.125,15.677,183.99,23.321,32.636,452.36,0.43982,33.496,0.045848,supercritical
535.96,10,70.085,0.014268,11.159,15.725,184.08,23.335,32.643,452.92,0.4348,33.556,0.045938,supercritical
537.42,10,69.889,0.014308,11.194,15.773,184.17,23.349,32.65,453.49,0.42981,33.615,0.046028,supercritical
538.88,10,69.694,0.014348,11.229,15.82,184.26,23.362,32.657,454.05,0.42486,33.674,0.046118,supercritical
540.34,10,69.5,0.014388,11.264,15.868,184.35,23.376,32.665,454.61,0.41993,33.734,0.046208,supercritical
541.8,10,69.307,0.014428,11.299,15.916,184.44,23.39,32.672,455.17,0.41505,33.793,0.046298,supercritical
543.26,10,69.116,0.014468,11.334,15.963,184.53,23.403,32.679,455.74,0.41019,33.852,0.046388,supercritical
544.72,10,68.925,0.014508,11.369,16.011,184.61,23.417,32.687,456.29,0.40537,33.911,0.046478,supercritical
546.18,10,68.736,0.014548,11.403,16.059,184.7,23.431,32.694,456.85,0.40058,33.97,0.046568,supercritical
547.64,10,68.548,0.014588,11.438,16.106,184.79,23.444,32.702,457.41,0.39581,34.029,0.046658,supercritical
549.1,10,68.36,0.014628,11.473,16.154,184.87,23.458,32.709,457.97,0.39109,34.088,0.046747,supercritical
550.56,10,68.174,0.014668,11.508,16.202,184.96,23.472,32.717,458.52,0.38639,34.146,0.046837,supercritical
552.02,10,67.989,0.014708,11.543,16.25,185.05,23.485,32.724,459.08,0.38172,34.205,0.046927,supercritical
553.48,10,67.805,0.014748,11.578,16.297,185.13,23.499,32.732,459.63,0.37708,34.264,0.047017,supercritical
554.93,10,67.622,0.014788,11.613,16.345,185.22,23.513,32.74,460.18,0.37247,34.322,0.047106,supercritical
556.39,10,67.44,0.014828,11.648,16.393,185.31,23.526,32.748,460.74,0.3679,34.381,0.047196,supercritical
557.85,10,67.26,0.014868,11.683,16.441,185.39,23.54,32.756,461.29,0.36335,34.439,0.047286,supercritical
559.31,10,67.08,0.014908,11.718,16.489,185.48,23.553,32.763,461.84,0.35883,34.498,0.047375,supercritical
560.77,10,66.901,0.014947,11.753,16.536,185.56,23.567,32.771,462.39,0.35434,34.556,0.047465,supercritical
562.23,10,66.723,0.014987,11.789,16.584,185.65,23.58,32.779,462.93,0.34988,34.614,0.047554,supercritical
563.69,10,66.546,0.015027,11.824,16.632,185.73,23.594,32.787,463.48,0.34545,34.673,0.047644,supercritical
565.15,10,66.37,0.015067,11.859,16.68,185.82,23.608,32.795,464.03,0.34105,34.731,0.047733,supercritical
566.61,10,66.195,0.015107,11.894,16.728,185.9,23.621,32.803,464.57,0.33667,34.789,0.047822,supercritical
568.07,10,66.022,0.015147,11.929,16.776,185.99,23.635,32.812,465.12,0.33233,34.847,0.047912,supercritical
569.53,10,65.849,0.015186,11.964,16.824,186.07,23.648,32.82,465.66,0.32801,34.905,0.048001,supercritical
570.99,10,65.677,0.015226,11.999,16.872,186.16,23.662,32.828,466.2,0.32371,34.963,0.04809,supercritical
572.45,10,65.506,0.015266,12.035,16.919,186.24,23.675,32.836,466.74,0.31945,35.021,0.04818,supercritical
573.91,10,65.335,0.015306,12.07,16.967,186.32,23.689,32.844,467.29,0.31521,35.079,0.048269,supercritical
575.37,10,65.166,0.015345,12.105,17.015,186.41,23.702,32.853,467.83,0.311,35.137,0.048358,supercritical
576.83,10,64.998,0.015385,12.14,17.063,186.49,23.715,32.861,468.36,0.30682,35.194,0.048447,supercritical
578.29,10,64.831,0.015425,12.175,17.111,186.57,23.729,32.869,468.9,0.30266,35.252,0.048536,supercritical
579.74,10,64.664,0.015465,12.211,17.159,186.66,23.742,32.878,469.44,0.29853,35.31,0.048625,supercritical
581.2,10,64.499,0.015504,12.246,17.207,186.74,23.756,32.886,469.98,0.29442,35.367,0.048714,supercritical
582.66,10,64.334,0.015544,12.281,17.255,186.82,23.769,32.895,470.51,0.29034,35.425,0.048803,supercritical
584.12,10,64.17,0.015584,12.317,17.303,186.9,23.782,32.903,471.05,0.28629,35.482,0.048892,supercritical
585.58,10,64.007,0.015623,12.352,17.351,186.99,23.796,32.912,471.58,0.28226,35.539,0.048981,supercritical
587.04,10,63.845,0.015663,12.387,17.399,187.07,23.809,32.92,472.12,0.27825,35.597,0.04907,supercritical
588.5,10,63.684,0.015703,12.423,17.447,187.15,23.822,32.929,472.65,0.27427,35.654,0.049159,supercritical
589.96,10,63.524,0.015742,12.458,17.495,187.23,23.836,32.937,473.18,0.27032,35.711,0.049248,supercritical
591.42,10,63.364,0.015782,12.493,17.543,187.31,23.849,32.946,473.71,0.26639,35.768,0.049337,supercritical
592.88,10,63.205,0.015821,12.529,17.592,187.39,23.862,32.955,474.24,0.26248,35.826,0.049425,supercritical
594.34,10,63.048,0.015861,12.564,17.64,187.47,23.876,32.963,474.77,0.2586,35.883,0.049514,supercritical
595.8,10,62.891,0.015901,12.6,17.688,187.56,23.889,32.972,475.3,0.25474,35.94,0.049603,supercritical
597.26,10,62.734,0.01594,12.635,17.736,187.64,23.902,32.981,475.83,0.25091,35.996,0.049691,supercritical
598.72,10,62.579,0.01598,12.671,17.784,187.72,23.915,32.989,476.35,0.2471,36.053,0.04978,supercritical
600.18,10,62.424,0.016019,12.706,17.832,187.8,23.928,32.998,476.88,0.24331,36.11,0.049869,supercritical
601.64,10,62.271,0.016059,12.742,17.88,187.88,23.942,33.007,477.4,0.23954,36.167,0.049957,supercritical
603.09,10,62.118,0.016098,12.777,17.928,187.96,23.955,33.016,477.93,0.2358,36.224,0.050046,supercritical
604.55,10,61.966,0.016138,12.813,17.977,188.04,23.968,33.024,478.45,0.23208,36.28,0.050134,supercritical
606.01,10,61.814,0.016178,12.848,18.025,188.12,23.981,33.033,478.98,0.22839,36.337,0.050223,supercritical
607.47,10,61.663,0.016217,12.884,18.073,188.2,23.994,33.042,479.5,0.22471,36.393,0.050311,supercritical
608.93,10,61.514,0.016257,12.919,18.121,188.27,24.007,33.051,480.02,0.22106,36.45,0.050399,supercritical
610.39,10,61.364,0.016296,12.955,18.17,188.35,24.02,33.06,480.54,0.21743,36.506,0.050488,supercritical
611.85,10,61.216,0.016336,12.991,18.218,188.43,24.033,33.069,481.06,0.21382,36.563,0.050576,supercritical
613.31,10,61.068,0.016375,13.026,18.266,188.51,24.046,33.078,481.58,0.21024,36.619,0.050664,supercritical
614.77,10,60.922,0.016415,13.062,18.314,188.59,24.059,33.086,482.1,0.20667,36.675,0.050752,supercritical
616.23,10,60.775,0.016454,13.098,18.363,188.67,24.072,33.095,482.62,0.20313,36.732,0.05084,supercritical
617.69,10,60.63,0.016493,13.133,18.411,188.75,24.085,33.104,483.13,0.19961,36.788,0.050929,supercritical
619.15,10,60.485,0.016533,13.169,18.459,188.83,24.098,33.113,483.65,0.1961,36.844,0.051017,supercritical
620.61,10,60.341,0.016572,13.205,18.508,188.9,24.111,33.122,484.17,0.19262,36.9,0.051105,supercritical
622.07,10,60.198,0.016612,13.24,18.556,188.98,24.124,33.131,484.68,0.18916,36.956,0.051193,supercritical
623.53,10,60.056,0.016651,13.276,18.604,189.06,24.137,33.14,485.2,0.18573,37.012,0.051281,supercritical
624.99,10,59.914,0.016691,13.312,18.653,189.14,24.149,33.149,485.71,0.18231,37.068,0.051369,supercritical
626.45,10,59.773,0.01673,13.348,18.701,189.21,24.162,33.158,486.22,0.17891,37.124,0.051457,supercritical
627.9,10,59.632,0.016769,13.383,18.749,189.29,24.175,33.167,486.73,0.17553,37.179,0.051544,supercritical
629.36,10,59.492,0.016809,13.419,18.798,189.37,24.188,33.176,487.25,0.17217,37.235,0.051632,supercritical
630.82,10,59.353,0.016848,13.455,18.846,189.44,24.201,33.185,487.76,0.16883,37.291,0.05172,supercritical
632.28,10,59.215,0.016888,13.491,18.895,189.52,24.213,33.194,488.27,0.16551,37.346,0.051808,supercritical
633.74,10,59.077,0.016927,13.527,18.943,189.6,24.226,33.203,488.78,0.16221,37.402,0.051895,supercritical
635.2,10,58.94,0.016966,13.563,18.992,189.67,24.239,33.212,489.28,0.15893,37.458,0.051983,supercritical
636.66,10,58.804,0.017006,13.599,19.04,189.75,24.251,33.221,489.79,0.15567,37.513,0.052071,supercritical
638.12,10,58.668,0.017045,13.634,19.089,189.83,24.264,33.23,490.3,0.15242,37.568,0.052158,supercritical
639.58,10,58.533,0.017084,13.67,19.137,189.9,24.277,33.239,490.81,0.1492,37.624,0.052246,supercritical
641.04,10,58.398,0.017124,13.706,19.186,189.98,24.289,33.248,491.31,0.14599,37.679,0.052334,supercritical
642.5,10,58.265,0.017163,13.742,19.234,190.05,24.302,33.257,491.82,0.14281,37.734,0.052421,supercritical
643.96,10,58.132,0.017202,13.778,19.283,190.13,24.314,33.266,492.32,0.13964,37.79,0.052508,supercritical
645.42,10,57.999,0.017242,13.814,19.331,190.2,24.327,33.275,492.83,0.13649,37.845,0.052596,supercritical
646.88,10,57.867,0.017281,13.85,19.38,190.28,24.339,33.284,493.33,0.13336,37.9,0.052683,supercritical
648.34,10,57.736,0.01732,13.886,19.428,190.35,24.352,33.294,493.83,0.13024,37.955,0.052771,supercritical
649.8,10,57.605,0.01736,13.922,19.477,190.43,24.364,33.303,494.33,0.12715,38.01,0.052858,supercritical
651.25,10,57.475,0.017399,13.958,19.526,190.5,24.376,33.312,494.84,0.12407,38.065,0.052945,supercritical
652.71,10,57.346,0.017438,13.994,19.574,190.58,24.389,33.321,495.34,0.12101,38.12,0.053032,supercritical
654.17,10,57.217,0.017477,14.03,19.623,190.65,24.401,33.33,495.84,0.11796,38.175,0.05312,supercritical
655.63,10,57.089,0.017517,14.066,19.672,190.73,24.414,33.339,496.34,0.11493,38.23,0.053207,supercritical
657.09,10,56.961,0.017556,14.103,19.72,190.8,24.426,33.348,496.84,0.11193,38.284,0.053294,supercritical
658.55,10,56.834,0.017595,14.139,19.769,190.88,24.438,33.357,497.33,0.10893,38.339,0.053381,supercritical
660.01,10,56.707,0.017634,14.175,19.818,190.95,24.45,33.366,497.83,0.10596,38.394,0.053468,supercritical
661.47,10,56.581,0.017674,14.211,19.866,191.02,24.463,33.375,498.33,0.103,38.448,0.053555,supercritical
662.93,10,56.456,0.017713,14.247,19.915,191.1,24.475,33.384,498.83,0.10006,38.503,0.053642,supercritical
664.39,10,56.331,0.017752,14.283,19.964,191.17,24.487,33.393,499.32,0.097131,38.558,0.053729,supercritical
665.85,10,56.207,0.017791,14.319,20.012,191.24,24.499,33.402,499.82,0.094221,38.612,0.053816,supercritical
667.31,10,56.084,0.017831,14.356,20.061,191.32,24.511,33.411,500.31,0.091328,38.666,0.053903,supercritical
668.77,10,55.961,0.01787,14.392,20.11,191.39,24.523,33.42,500.81,0.088451,38.721,0.05399,supercritical
670.23,10,55.838,0.017909,14.428,20.159,191.46,24.535,33.429,501.3,0.08559,38.775,0.054077,supercritical
671.69,10,55.716,0.017948,14.464,20.208,191.54,24.547,33.438,501.79,0.082745,38.829,0.054163,supercritical
673.15,10,55.595,0.017987,14.501,20.256,191.61,24.56,33.447,502.28,0.079916,38.884,0.05425,supercritical
674.61,10,55.474,0.018026,14.537,20.305,191.68,24.572,33.457,502.78,0.077102,38.938,0.054337,supercritical
676.06,10,55.354,0.018066,14.573,20.354,191.75,24.583,33.466,503.27,0.074304,38.992,0.054423,supercritical
677.52,10,55.234,0.018105,14.61,20.403,191.82,24.595,33.475,503.76,0.071522,39.046,0.05451,supercritical
678.98,10,55.115,0.018144,14.646,20.452,191.9,24.607,33.484,504.25,0.068754,39.1,0.054597,supercritical
680.44,10,54.996,0.018183,14.682,20.501,191.97,24.619,33.493,504.74,0.066002,39.154,0.054683,supercritical
681.9,10,54.878,0.018222,14.719,20.549,192.04,24.631,33.502,505.22,0.063265,39.208,0.05477,supercritical
683.36,10,54.76,0.018261,14.755,20.598,192.11,24.643,33.511,505.71,0.060543,39.262,0.054856,supercritical
684.82,10,54.643,0.0183,14.791,20.647,192.18,24.655,33.52,506.2,0.057836,39.316,0.054943,supercritical
686.28,10,54.527,0.01834,14.828,20.696,192.26,24.667,33.529,506.69,0.055144,39.37,0.055029,supercritical
687.74,10,54.411,0.018379,14.864,20.745,192.33,24.678,33.538,507.17,0.052466,39.423,0.055115,supercritical
689.2,10,54.295,0.018418,14.901,20.794,192.4,24.69,33.547,507.66,0.049803,39.477,0.055202,supercritical
690.66,10,54.18,0.018457,14.937,20.843,192.47,24.702,33.556,508.14,0.047154,39.531,0.055288,supercritical
692.12,10,54.066,0.018496,14.974,20.892,192.54,24.713,33.565,508.63,0.044519,39.584,0.055374,supercritical
693.58,10,53.952,0.018535,15.01,20.941,192.61,24.725,33.573,509.11,0.041899,39.638,0.05546,supercritical
695.04,10,53.838,0.018574,15.046,20.99,192.68,24.737,33.582,509.6,0.039293,39.692,0.055547,supercritical
696.5,10,53.725,0.018613,15.083,21.039,192.75,24.748,33.591,510.08,0.036701,39.745,0.055633,supercritical
697.96,10,53.612,0.018652,15.12,21.088,192.82,24.76,33.6,510.56,0.034122,39.798,0.055719,supercritical
699.42,10,53.5,0.018691,15.156,21.137,192.89,24.771,33.609,511.04,0.031558,39.852,0.055805,supercritical
700.87,10,53.389,0.018731,15.193,21.186,192.96,24.783,33.618,511.53,0.029007,39.905,0.055891,supercritical
702.33,10,53.278,0.01877,15.229,21.235,193.03,24.794,33.627,512.01,0.02647,39.958,0.055977,supercritical
703.79,10,53.167,0.018809,15.266,21.284,193.1,24.806,33.636,512.49,0.023947,40.012,0.056063,supercritical
705.25,10,53.057,0.018848,15.302,21.333,193.17,24.817,33.645,512.97,0.021436,40.065,0.056149,supercritical
706.71,10,52.947,0.018887,15.339,21.383,193.24,24.829,33.654,513.45,0.01894,40.118,0.056235,supercritical
708.17,10,52.838,0.018926,15.376,21.432,193.31,24.84,33.663,513.93,0.016456,40.171,0.056321,supercritical
709.63,10,52.729,0.018965,15.412,21.481,193.38,24.851,33.672,514.4,0.013985,40.224,0.056407,supercritical
711.09,10,52.621,0.019004,15.449,21.53,193.45,24.863,33.68,514.88,0.011528,40.277,0.056492,supercritical
712.55,10,52.513,0.019043,15.486,21.579,193.52,24.874,33.689,515.36,0.0090835,40.33,0.056578,supercritical
